,obsday,time_recorded,elrange,azrange
0,20210514,2021-05-14 09:00:00Z,"[0.0, 90.0]","[-180.0, 180.0]"
1,20210515,2021-05-15 20:15:34Z,"[0.0, 90.0]","[-180.0, 180.0]"
3,20210515,2021-05-16 03:36:03Z,"[0.0, 90.0]","[-90.0, 90.0]"
2,20210515,2021-05-16 04:28:50Z,"[0.0, 90.0]","[-180.0, 180.0]"
4,20210516,2021-05-16 20:17:16Z,"[0.0, 90.0]","[-180.0, 180.0]"
6,20210516,2021-05-17 03:08:25Z,"[0.0, 90.0]","[-90.0, 90.0]"
5,20210516,2021-05-17 04:27:18Z,"[0.0, 90.0]","[-180.0, 180.0]"
7,20210519,2021-05-19 20:18:56Z,"[0.0, 90.0]","[-180.0, 180.0]"
8,20210519,2021-05-20 04:25:51Z,"[0.0, 90.0]","[-180.0, 180.0]"
9,20210519,2021-05-20 05:27:49Z,"[0.0, 90.0]","[-45.0, 135.0]"
10,20210519,2021-05-20 05:52:41Z,"[0.0, 90.0]","[-45.0, 90.0]"
11,20210519,2021-05-20 05:54:32Z,"[0.0, 90.0]","[-45.0, 45.0]"
12,20210519,2021-05-20 05:55:42Z,"[0.0, 90.0]","[-90.0, 90.0]"
13,20210519,2021-05-20 05:56:27Z,"[0.0, 90.0]","[-45.0, 90.0]"
14,20210521,2021-05-21 20:20:35Z,"[0.0, 90.0]","[-180.0, 180.0]"
15,20210521,2021-05-22 04:24:31Z,"[0.0, 90.0]","[-180.0, 180.0]"
16,20210521,2021-05-22 08:16:56Z,"[0.0, 90.0]","[-90.0, 90.0]"
17,20210521,2021-05-22 11:11:44Z,"[0.0, 90.0]","[-180.0, 180.0]"
18,20210606,2021-06-06 20:32:02Z,"[0.0, 90.0]","[-180.0, 180.0]"
20,20210606,2021-06-07 03:58:22Z,"[0.0, 90.0]","[-67.5, 202.5]"
21,20210606,2021-06-07 04:09:21Z,"[0.0, 90.0]","[-180.0, 180.0]"
22,20210606,2021-06-07 04:11:00Z,"[0.0, 90.0]","[-135.0, 135.0]"
19,20210606,2021-06-07 04:17:49Z,"[0.0, 90.0]","[-180.0, 180.0]"
23,20210607,2021-06-07 20:33:10Z,"[0.0, 90.0]","[-180.0, 180.0]"
24,20210607,2021-06-08 04:17:30Z,"[0.0, 90.0]","[-180.0, 180.0]"
25,20210607,2021-06-08 04:26:18Z,"[0.0, 90.0]","[-135.0, 135.0]"
26,20210609,2021-06-09 20:33:42Z,"[0.0, 90.0]","[-180.0, 180.0]"
28,20210609,2021-06-10 03:45:41Z,"[0.0, 90.0]","[-90.0, 180.0]"
27,20210609,2021-06-10 04:17:24Z,"[0.0, 90.0]","[-180.0, 180.0]"
29,20210613,2021-06-13 20:36:03Z,"[0.0, 90.0]","[-180.0, 180.0]"
30,20210613,2021-06-14 04:17:19Z,"[0.0, 90.0]","[-180.0, 180.0]"
31,20210613,2021-06-14 06:37:09Z,"[0.0, 90.0]","[90.0, 180.0]"
32,20210613,2021-06-14 07:23:17Z,"[0.0, 90.0]","[-180.0, 180.0]"
33,20210618,2021-06-18 20:37:28Z,"[0.0, 90.0]","[-180.0, 180.0]"
34,20210618,2021-06-19 04:17:46Z,"[0.0, 90.0]","[-180.0, 180.0]"
35,20210618,2021-06-19 08:05:50Z,"[0.0, 90.0]","[-45.0, 225.0]"
36,20210627,2021-06-27 20:39:01Z,"[0.0, 90.0]","[-180.0, 180.0]"
37,20210627,2021-06-28 04:20:23Z,"[0.0, 90.0]","[-180.0, 180.0]"
38,20210627,2021-06-28 04:54:10Z,"[0.0, 90.0]","[0.0, 180.0]"
39,20210627,2021-06-28 04:55:21Z,"[0.0, 90.0]","[180.0, 360.0]"
40,20210627,2021-06-28 07:04:57Z,"[0.0, 90.0]","[-180.0, 180.0]"
41,20210707,2021-07-07 20:37:53Z,"[0.0, 90.0]","[-180.0, 180.0]"
42,20210707,2021-07-08 04:25:32Z,"[0.0, 90.0]","[-180.0, 180.0]"
43,20210707,2021-07-08 09:05:53Z,"[0.0, 90.0]","[-45.0, 135.0]"
44,20210710,2021-07-10 20:36:57Z,"[0.0, 90.0]","[-180.0, 180.0]"
45,20210710,2021-07-11 04:27:27Z,"[0.0, 90.0]","[-180.0, 180.0]"
46,20210710,2021-07-11 10:26:42Z,"[0.0, 90.0]","[-45.0, 45.0]"
47,20210710,2021-07-11 10:27:33Z,"[0.0, 90.0]","[-90.0, 90.0]"
48,20210710,2021-07-11 11:03:01Z,"[0.0, 90.0]","[-180.0, 180.0]"
49,20210927,2021-09-27 19:09:54Z,"[0.0, 90.0]","[-180.0, 180.0]"
50,20210927,2021-09-28 05:25:52Z,"[0.0, 90.0]","[-180.0, 180.0]"
51,20210927,2021-09-28 11:15:40Z,"[0.0, 90.0]","[30.0, -180.0]"
52,20211022,2021-10-22 18:40:12Z,"[0.0, 90.0]","[-180.0, 180.0]"
54,20211022,2021-10-23 04:43:18Z,"[0.0, 90.0]","[250.0, 280.0]"
53,20211022,2021-10-23 05:42:36Z,"[0.0, 90.0]","[-180.0, 180.0]"
55,20211022,2021-10-23 07:12:30Z,"[0.0, 90.0]","[-180.0, 180.0]"
56,20211022,2021-10-23 11:29:35Z,"[0.0, 90.0]","[45.0, 180.0]"
57,20211022,2021-10-23 11:38:31Z,"[0.0, 90.0]","[-180.0, 180.0]"
58,20211022,2021-10-23 12:04:25Z,"[0.0, 90.0]","[0.0, 45.0]"
59,20211022,2021-10-23 12:14:03Z,"[0.0, 90.0]","[-180.0, 180.0]"
60,20211023,2021-10-23 18:39:12Z,"[0.0, 90.0]","[-180.0, 180.0]"
62,20211023,2021-10-24 02:45:23Z,"[0.0, 90.0]","[45.0, 90.0]"
63,20211023,2021-10-24 02:45:38Z,"[0.0, 90.0]","[-180.0, 180.0]"
64,20211023,2021-10-24 02:46:42Z,"[0.0, 90.0]","[270.0, 330.0]"
65,20211023,2021-10-24 03:17:43Z,"[0.0, 90.0]","[-180.0, 180.0]"
66,20211023,2021-10-24 03:24:04Z,"[0.0, 90.0]","[-70.0, 70.0]"
61,20211023,2021-10-24 05:43:18Z,"[0.0, 90.0]","[-180.0, 180.0]"
67,20211023,2021-10-24 06:16:20Z,"[0.0, 90.0]","[-80.0, 80.0]"
68,20211023,2021-10-24 06:21:47Z,"[0.0, 90.0]","[-85.0, 85.0]"
69,20211024,2021-10-24 18:38:13Z,"[0.0, 90.0]","[-180.0, 180.0]"
71,20211024,2021-10-25 02:13:41Z,"[0.0, 90.0]","[-90.0, 90.0]"
72,20211024,2021-10-25 05:18:32Z,"[0.0, 90.0]","[-85.0, 85.0]"
73,20211024,2021-10-25 05:28:18Z,"[0.0, 90.0]","[-87.0, 87.0]"
74,20211024,2021-10-25 05:28:35Z,"[0.0, 90.0]","[-90.0, 90.0]"
70,20211024,2021-10-25 05:44:01Z,"[0.0, 90.0]","[-180.0, 180.0]"
75,20211024,2021-10-25 05:55:09Z,"[0.0, 90.0]","[180.0, 360.0]"
76,20211024,2021-10-25 06:39:36Z,"[0.0, 90.0]","[-180.0, 180.0]"
77,20211025,2021-10-25 18:37:16Z,"[0.0, 90.0]","[-180.0, 180.0]"
79,20211025,2021-10-26 01:29:23Z,"[0.0, 90.0]","[-85.0, 85.0]"
80,20211025,2021-10-26 01:32:05Z,"[0.0, 90.0]","[-180.0, 180.0]"
81,20211025,2021-10-26 01:39:00Z,"[0.0, 90.0]","[-85.0, 85.0]"
78,20211025,2021-10-26 05:44:44Z,"[0.0, 90.0]","[-180.0, 180.0]"
82,20211027,2021-10-27 18:35:25Z,"[0.0, 90.0]","[-180.0, 180.0]"
83,20211027,2021-10-28 05:46:11Z,"[0.0, 90.0]","[-180.0, 180.0]"
84,20211027,2021-10-28 07:44:04Z,"[0.0, 90.0]","[90.0, 180.0]"
85,20211027,2021-10-28 07:44:39Z,"[0.0, 90.0]","[90.0, 270.0]"
86,20211027,2021-10-28 12:02:44Z,"[0.0, 90.0]","[45.0, 315.0]"
87,20211027,2021-10-28 12:30:18Z,"[0.0, 90.0]","[-180.0, 180.0]"
88,20211030,2021-10-30 18:32:47Z,"[0.0, 90.0]","[-180.0, 180.0]"
89,20211030,2021-10-31 05:48:24Z,"[0.0, 90.0]","[-180.0, 180.0]"
90,20211030,2021-10-31 12:06:51Z,"[0.0, 90.0]","[0.0, 180.0]"
91,20211107,2021-11-07 18:26:46Z,"[0.0, 90.0]","[-180.0, 180.0]"
93,20211107,2021-11-08 04:09:25Z,"[0.0, 90.0]","[-170.0, 100.0]"
94,20211107,2021-11-08 04:36:03Z,"[0.0, 90.0]","[-150.0, 80.0]"
95,20211107,2021-11-08 04:52:04Z,"[0.0, 90.0]","[-125.0, 55.0]"
92,20211107,2021-11-08 05:54:28Z,"[0.0, 90.0]","[-180.0, 180.0]"
96,20211112,2021-11-12 18:23:48Z,"[0.0, 90.0]","[-180.0, 180.0]"
98,20211112,2021-11-13 03:37:58Z,"[0.0, 90.0]","[170.0, 350.0]"
99,20211112,2021-11-13 03:59:53Z,"[0.0, 90.0]","[-180.0, 180.0]"
97,20211112,2021-11-13 05:58:22Z,"[0.0, 90.0]","[-180.0, 180.0]"
100,20211119,2021-11-19 18:20:43Z,"[0.0, 90.0]","[-180.0, 180.0]"
102,20211119,2021-11-20 04:53:16Z,"[0.0, 90.0]","[-40.0, 50.0]"
103,20211119,2021-11-20 04:55:37Z,"[0.0, 90.0]","[-55.0, 80.0]"
104,20211119,2021-11-20 04:56:20Z,"[0.0, 90.0]","[-60.0, 90.0]"
105,20211119,2021-11-20 04:56:45Z,"[0.0, 90.0]","[-65.0, 95.0]"
106,20211119,2021-11-20 04:57:24Z,"[0.0, 90.0]","[-70.0, 95.0]"
107,20211119,2021-11-20 04:57:33Z,"[0.0, 90.0]","[-180.0, 180.0]"
108,20211119,2021-11-20 04:57:55Z,"[0.0, 90.0]","[-55.0, 100.0]"
109,20211119,2021-11-20 04:58:05Z,"[0.0, 90.0]","[-180.0, 180.0]"
101,20211119,2021-11-20 06:03:52Z,"[0.0, 90.0]","[-180.0, 180.0]"
110,20211206,2021-12-06 18:18:52Z,"[0.0, 90.0]","[-180.0, 180.0]"
112,20211206,2021-12-07 05:13:19Z,"[28.0, 45.0]","[-180.0, 180.0]"
111,20211206,2021-12-07 06:16:49Z,"[0.0, 90.0]","[-180.0, 180.0]"
113,20211206,2021-12-07 07:56:29Z,"[0.0, 90.0]","[-180.0, 180.0]"
114,20211208,2021-12-08 18:19:10Z,"[0.0, 90.0]","[-180.0, 180.0]"
116,20211208,2021-12-09 02:59:59Z,"[0.0, 90.0]","[-110.0, 70.0]"
115,20211208,2021-12-09 06:18:12Z,"[0.0, 90.0]","[-180.0, 180.0]"
117,20220107,2022-01-07 18:34:16Z,"[0.0, 90.0]","[-180.0, 180.0]"
119,20220107,2022-01-08 04:13:08Z,"[0.0, 90.0]","[-110.0, 70.0]"
118,20220107,2022-01-08 06:30:48Z,"[0.0, 90.0]","[-180.0, 180.0]"
120,20220107,2022-01-08 06:45:39Z,"[0.0, 90.0]","[180.0, 300.0]"
121,20220107,2022-01-08 06:54:32Z,"[0.0, 90.0]","[210.0, 300.0]"
122,20220107,2022-01-08 07:12:16Z,"[0.0, 90.0]","[210.0, 315.0]"
123,20220107,2022-01-08 07:14:16Z,"[0.0, 90.0]","[200.0, 320.0]"
124,20220107,2022-01-08 07:16:34Z,"[0.0, 90.0]","[190.0, 320.0]"
125,20220107,2022-01-08 07:17:06Z,"[0.0, 90.0]","[180.0, 320.0]"
126,20220107,2022-01-08 07:53:30Z,"[0.0, 90.0]","[-115.0, 65.0]"
127,20220205,2022-02-05 18:57:49Z,"[0.0, 90.0]","[-180.0, 180.0]"
129,20220205,2022-02-06 01:19:57Z,"[0.0, 90.0]","[90.0, 270.0]"
128,20220205,2022-02-06 06:21:51Z,"[0.0, 90.0]","[-180.0, 180.0]"
130,20220209,2022-02-09 19:01:04Z,"[0.0, 90.0]","[-180.0, 180.0]"
132,20220209,2022-02-10 01:56:34Z,"[0.0, 90.0]","[0.0, 180.0]"
133,20220209,2022-02-10 01:57:28Z,"[0.0, 90.0]","[0.0, 180.0]"
134,20220209,2022-02-10 02:43:25Z,"[0.0, 90.0]","[-180.0, 180.0]"
131,20220209,2022-02-10 06:18:56Z,"[0.0, 90.0]","[-180.0, 180.0]"
135,20220220,2022-02-20 19:09:40Z,"[0.0, 90.0]","[-180.0, 180.0]"
137,20220220,2022-02-21 03:00:57Z,"[0.0, 90.0]","[-120.0, 60.0]"
138,20220220,2022-02-21 04:18:41Z,"[0.0, 90.0]","[-150.0, 30.0]"
139,20220220,2022-02-21 05:40:18Z,"[0.0, 90.0]","[265.0, 355.0]"
136,20220220,2022-02-21 06:09:08Z,"[0.0, 90.0]","[-180.0, 180.0]"
140,20220220,2022-02-21 12:58:32Z,"[0.0, 90.0]","[-180.0, 180.0]"
141,20220220,2022-02-21 12:59:04Z,"[0.0, 10.0]","[-180.0, 180.0]"
142,20220220,2022-02-21 13:00:00Z,"[0.0, 90.0]","[-180.0, 180.0]"
143,20220221,2022-02-21 19:10:26Z,"[0.0, 90.0]","[-180.0, 180.0]"
145,20220221,2022-02-22 02:11:17Z,"[0.0, 90.0]","[-80.0, 100.0]"
144,20220221,2022-02-22 06:08:08Z,"[0.0, 90.0]","[-180.0, 180.0]"
146,20220303,2022-03-03 19:17:53Z,"[0.0, 90.0]","[-180.0, 180.0]"
148,20220303,2022-03-04 05:14:59Z,"[65.0, 90.0]","[-180.0, 180.0]"
149,20220303,2022-03-04 05:17:05Z,"[55.0, 90.0]","[-180.0, 180.0]"
150,20220303,2022-03-04 05:35:58Z,"[65.0, 90.0]","[200.0, 300.0]"
147,20220303,2022-03-04 05:57:12Z,"[0.0, 90.0]","[-180.0, 180.0]"
151,20220303,2022-03-04 06:25:57Z,"[45.0, 90.0]","[200.0, 330.0]"
152,20220303,2022-03-04 12:21:49Z,"[0.0, 90.0]","[-180.0, 180.0]"
153,20220313,2022-03-13 19:25:07Z,"[0.0, 90.0]","[-180.0, 180.0]"
155,20220313,2022-03-14 03:16:44Z,"[0.0, 90.0]","[-90.0, 90.0]"
156,20220313,2022-03-14 04:59:57Z,"[0.0, 90.0]","[-70.0, 70.0]"
157,20220313,2022-03-14 05:13:24Z,"[0.0, 90.0]","[-60.0, 60.0]"
158,20220313,2022-03-14 05:27:50Z,"[0.0, 90.0]","[-100.0, 150.0]"
159,20220313,2022-03-14 05:35:11Z,"[0.0, 90.0]","[-100.0, 160.0]"
160,20220313,2022-03-14 05:40:28Z,"[0.0, 80.0]","[-100.0, 160.0]"
154,20220313,2022-03-14 05:45:00Z,"[0.0, 90.0]","[-180.0, 180.0]"
161,20220313,2022-03-14 05:52:11Z,"[40.0, 90.0]","[-100.0, 160.0]"
162,20220313,2022-03-14 06:17:41Z,"[0.0, 90.0]","[-180.0, 180.0]"
163,20220315,2022-03-15 19:27:17Z,"[0.0, 90.0]","[-180.0, 180.0]"
165,20220315,2022-03-16 04:03:45Z,"[0.0, 90.0]","[-80.0, -10.0]"
166,20220315,2022-03-16 04:20:31Z,"[0.0, 90.0]","[-180.0, 180.0]"
164,20220315,2022-03-16 05:41:09Z,"[0.0, 90.0]","[-180.0, 180.0]"
167,20220319,2022-03-19 19:29:26Z,"[0.0, 90.0]","[-180.0, 180.0]"
169,20220319,2022-03-20 05:07:26Z,"[0.0, 90.0]","[-90.0, 90.0]"
168,20220319,2022-03-20 05:37:14Z,"[0.0, 90.0]","[-180.0, 180.0]"
170,20220322,2022-03-22 19:31:36Z,"[0.0, 90.0]","[-180.0, 180.0]"
171,20220322,2022-03-23 05:33:17Z,"[0.0, 90.0]","[-180.0, 180.0]"
172,20220322,2022-03-23 09:05:29Z,"[0.0, 90.0]","[90.0, 270.0]"
173,20220322,2022-03-23 11:00:50Z,"[0.0, 90.0]","[180.0, 270.0]"
174,20220322,2022-03-23 11:09:36Z,"[0.0, 90.0]","[-180.0, 180.0]"
175,20220322,2022-03-23 11:10:02Z,"[0.0, 90.0]","[180.0, 270.0]"
176,20220326,2022-03-26 19:34:30Z,"[0.0, 90.0]","[-180.0, 180.0]"
177,20220326,2022-03-27 05:27:57Z,"[0.0, 90.0]","[-180.0, 180.0]"
178,20220326,2022-03-27 07:00:16Z,"[0.0, 90.0]","[-110.0, 70.0]"
179,20220327,2022-03-27 19:35:14Z,"[0.0, 90.0]","[-180.0, 180.0]"
181,20220327,2022-03-28 02:51:09Z,"[0.0, 90.0]","[-110.0, 70.0]"
180,20220327,2022-03-28 05:26:37Z,"[0.0, 90.0]","[-180.0, 180.0]"
182,20220401,2022-04-01 19:38:57Z,"[0.0, 90.0]","[-180.0, 180.0]"
183,20220401,2022-04-02 05:19:55Z,"[0.0, 90.0]","[-180.0, 180.0]"
184,20220401,2022-04-02 05:22:51Z,"[0.0, 90.0]","[-135.0, 45.0]"
185,20220402,2022-04-02 19:39:42Z,"[0.0, 90.0]","[-180.0, 180.0]"
187,20220402,2022-04-03 04:26:47Z,"[0.0, 90.0]","[-210.0, 120.0]"
188,20220402,2022-04-03 04:34:21Z,"[0.0, 90.0]","[-205.0, 115.0]"
189,20220402,2022-04-03 05:16:55Z,"[0.0, 90.0]","[-190.0, 105.0]"
186,20220402,2022-04-03 05:18:34Z,"[0.0, 90.0]","[-180.0, 180.0]"
190,20220402,2022-04-03 06:13:30Z,"[0.0, 90.0]","[-90.0, 90.0]"
191,20220409,2022-04-09 19:45:05Z,"[0.0, 90.0]","[-180.0, 180.0]"
192,20220409,2022-04-10 05:09:15Z,"[0.0, 90.0]","[-180.0, 180.0]"
193,20220409,2022-04-10 06:02:54Z,"[0.0, 90.0]","[-90.0, 90.0]"
194,20220416,2022-04-16 19:50:38Z,"[0.0, 90.0]","[-180.0, 180.0]"
195,20220416,2022-04-17 05:00:10Z,"[0.0, 90.0]","[-180.0, 180.0]"
196,20220416,2022-04-17 05:10:40Z,"[0.0, 90.0]","[290.0, 360.0]"
197,20220416,2022-04-17 06:05:26Z,"[0.0, 90.0]","[-180.0, 180.0]"
198,20220419,2022-04-19 19:53:05Z,"[0.0, 90.0]","[-180.0, 180.0]"
199,20220419,2022-04-20 04:56:24Z,"[0.0, 90.0]","[-180.0, 180.0]"
200,20220419,2022-04-20 10:18:35Z,"[0.0, 90.0]","[-60.0, 120.0]"
201,20220420,2022-04-20 19:54:45Z,"[0.0, 90.0]","[-180.0, 180.0]"
203,20220420,2022-04-21 03:36:13Z,"[0.0, 90.0]","[-60.0, 120.0]"
204,20220420,2022-04-21 04:25:29Z,"[0.0, 90.0]","[-180.0, 180.0]"
202,20220420,2022-04-21 04:53:56Z,"[0.0, 90.0]","[-180.0, 180.0]"
205,20220420,2022-04-21 05:35:14Z,"[0.0, 90.0]","[-90.0, 90.0]"
206,20220421,2022-04-21 19:54:45Z,"[0.0, 90.0]","[-180.0, 180.0]"
208,20220421,2022-04-22 03:02:10Z,"[0.0, 90.0]","[-150.0, 30.0]"
207,20220421,2022-04-22 04:53:56Z,"[0.0, 90.0]","[-180.0, 180.0]"
209,20220421,2022-04-22 06:00:43Z,"[0.0, 90.0]","[-90.0, 90.0]"
210,20220426,2022-04-26 19:58:57Z,"[0.0, 90.0]","[-180.0, 180.0]"
212,20220426,2022-04-27 03:53:02Z,"[0.0, 90.0]","[-125.0, 55.0]"
211,20220426,2022-04-27 04:47:58Z,"[0.0, 90.0]","[-180.0, 180.0]"
213,20220427,2022-04-27 19:59:48Z,"[0.0, 90.0]","[-180.0, 180.0]"
215,20220427,2022-04-28 02:47:49Z,"[0.0, 90.0]","[-90.0, 90.0]"
216,20220427,2022-04-28 02:48:02Z,"[0.0, 90.0]","[-90.0, 90.0]"
214,20220427,2022-04-28 04:46:49Z,"[0.0, 90.0]","[-180.0, 180.0]"
217,20220428,2022-04-28 20:00:40Z,"[0.0, 90.0]","[-180.0, 180.0]"
219,20220428,2022-04-29 04:22:21Z,"[0.0, 90.0]","[-90.0, 90.0]"
218,20220428,2022-04-29 04:45:40Z,"[0.0, 90.0]","[-180.0, 180.0]"
220,20220428,2022-04-29 08:52:08Z,"[0.0, 90.0]","[-180.0, 180.0]"
221,20220502,2022-05-02 20:04:07Z,"[0.0, 90.0]","[-180.0, 180.0]"
222,20220502,2022-05-03 04:41:17Z,"[0.0, 90.0]","[-180.0, 180.0]"
223,20220502,2022-05-03 05:10:39Z,"[0.0, 90.0]","[-90.0, 90.0]"
224,20220503,2022-05-03 20:04:59Z,"[0.0, 90.0]","[-180.0, 180.0]"
225,20220503,2022-05-04 04:40:13Z,"[0.0, 90.0]","[-180.0, 180.0]"
226,20220503,2022-05-04 05:45:45Z,"[0.0, 90.0]","[-90.0, 90.0]"
227,20220503,2022-05-04 09:08:30Z,"[0.0, 90.0]","[-180.0, 180.0]"
228,20220506,2022-05-06 20:07:36Z,"[0.0, 90.0]","[-180.0, 180.0]"
229,20220506,2022-05-07 04:37:09Z,"[0.0, 90.0]","[-180.0, 180.0]"
230,20220506,2022-05-07 07:03:34Z,"[0.0, 90.0]","[-90.0, -90.0]"
231,20220506,2022-05-07 07:16:00Z,"[0.0, 90.0]","[-90.0, 90.0]"
232,20220507,2022-05-07 20:08:28Z,"[0.0, 90.0]","[-180.0, 180.0]"
234,20220507,2022-05-08 03:04:07Z,"[0.0, 90.0]","[-90.0, 90.0]"
233,20220507,2022-05-08 04:36:10Z,"[0.0, 90.0]","[-180.0, 180.0]"
235,20220507,2022-05-08 10:13:54Z,"[0.0, 90.0]","[-90.0, 90.0]"
236,20220507,2022-05-08 10:14:35Z,"[0.0, 90.0]","[-90.0, 90.0]"
237,20220507,2022-05-08 10:15:45Z,"[0.0, 90.0]","[-90.0, 90.0]"
238,20220508,2022-05-08 20:09:21Z,"[0.0, 90.0]","[-180.0, 180.0]"
239,20220508,2022-05-09 04:35:12Z,"[0.0, 90.0]","[-180.0, 180.0]"
240,20220508,2022-05-09 06:24:14Z,"[0.0, 90.0]","[-90.0, 90.0]"
241,20220509,2022-05-09 20:10:13Z,"[0.0, 90.0]","[-180.0, 180.0]"
242,20220509,2022-05-10 04:34:16Z,"[0.0, 90.0]","[-180.0, 180.0]"
243,20220509,2022-05-10 06:33:11Z,"[0.0, 90.0]","[-90.0, 90.0]"
244,20220510,2022-05-10 20:11:05Z,"[0.0, 90.0]","[-180.0, 180.0]"
245,20220510,2022-05-11 04:33:20Z,"[0.0, 90.0]","[-180.0, 180.0]"
246,20220510,2022-05-11 08:52:44Z,"[0.0, 90.0]","[-90.0, 90.0]"
247,20220518,2022-05-18 20:17:55Z,"[0.0, 90.0]","[-180.0, 180.0]"
248,20220518,2022-05-19 04:26:45Z,"[0.0, 90.0]","[-180.0, 180.0]"
249,20220518,2022-05-19 04:33:13Z,"[0.0, 90.0]","[-90.0, 90.0]"
250,20220518,2022-05-19 04:36:15Z,"[0.0, 90.0]","[-180.0, 180.0]"
251,20220522,2022-05-22 20:22:00Z,"[0.0, 90.0]","[-180.0, 180.0]"
252,20220522,2022-05-23 04:23:26Z,"[0.0, 90.0]","[-180.0, 180.0]"
253,20220522,2022-05-23 05:22:40Z,"[0.0, 90.0]","[-90.0, 90.0]"
254,20220527,2022-05-27 20:13:45Z,"[0.0, 90.0]","[-180.0, 180.0]"
255,20220527,2022-05-28 04:32:39Z,"[0.0, 90.0]","[-180.0, 180.0]"
256,20220527,2022-05-28 10:13:55Z,"[0.0, 90.0]","[-90.0, 90.0]"
257,20220528,2022-05-28 20:14:28Z,"[0.0, 90.0]","[-180.0, 180.0]"
259,20220528,2022-05-29 03:33:44Z,"[0.0, 90.0]","[-90.0, 90.0]"
258,20220528,2022-05-29 04:32:13Z,"[0.0, 90.0]","[-180.0, 180.0]"
260,20220529,2022-05-29 20:15:53Z,"[0.0, 90.0]","[-180.0, 180.0]"
262,20220529,2022-05-30 03:10:05Z,"[0.0, 90.0]","[-90.0, 90.0]"
261,20220529,2022-05-30 04:31:25Z,"[0.0, 90.0]","[-180.0, 180.0]"
263,20220602,2022-06-02 20:17:53Z,"[0.0, 90.0]","[-180.0, 180.0]"
264,20220602,2022-06-03 04:30:26Z,"[0.0, 90.0]","[-180.0, 180.0]"
265,20220602,2022-06-03 08:56:05Z,"[0.0, 90.0]","[-135.0, 135.0]"
266,20220604,2022-06-04 20:19:08Z,"[0.0, 90.0]","[-180.0, 180.0]"
267,20220604,2022-06-05 04:29:55Z,"[0.0, 90.0]","[-180.0, 180.0]"
268,20220604,2022-06-05 05:20:18Z,"[0.0, 90.0]","[-120.0, 120.0]"
269,20220605,2022-06-05 20:19:44Z,"[0.0, 90.0]","[-180.0, 180.0]"
270,20220605,2022-06-06 04:29:43Z,"[0.0, 90.0]","[-180.0, 180.0]"
271,20220605,2022-06-06 06:01:25Z,"[0.0, 90.0]","[-120.0, 120.0]"
272,20220605,2022-06-06 09:11:29Z,"[0.0, 90.0]","[-180.0, 180.0]"
273,20220613,2022-06-13 20:23:49Z,"[0.0, 90.0]","[-180.0, 180.0]"
274,20220613,2022-06-14 04:29:02Z,"[0.0, 90.0]","[-180.0, 180.0]"
275,20220613,2022-06-14 10:00:12Z,"[0.0, 90.0]","[-105.0, 75.0]"
276,20220915,2022-09-15 19:16:57Z,"[0.0, 90.0]","[-180.0, 180.0]"
277,20220915,2022-09-16 05:27:29Z,"[0.0, 90.0]","[-180.0, 180.0]"
278,20220915,2022-09-16 05:39:55Z,"[0.0, 90.0]","[180.0, 359.0]"
279,20220915,2022-09-16 06:59:36Z,"[0.0, 90.0]","[-180.0, 180.0]"
280,20220916,2022-09-16 19:15:35Z,"[0.0, 90.0]","[-180.0, 180.0]"
281,20220916,2022-09-17 05:28:08Z,"[0.0, 90.0]","[-180.0, 180.0]"
282,20220916,2022-09-17 06:04:10Z,"[0.0, 90.0]","[180.0, 359.0]"
283,20220916,2022-09-17 06:38:34Z,"[0.0, 90.0]","[-90.0, 90.0]"
284,20220917,2022-09-17 19:14:13Z,"[0.0, 90.0]","[-180.0, 180.0]"
285,20220917,2022-09-18 05:28:47Z,"[0.0, 90.0]","[-180.0, 180.0]"
286,20220917,2022-09-18 05:58:33Z,"[0.0, 90.0]","[-130.0, 130.0]"
287,20220917,2022-09-18 06:51:04Z,"[0.0, 90.0]","[-90.0, 90.0]"
288,20220923,2022-09-23 19:06:06Z,"[0.0, 90.0]","[-180.0, 180.0]"
290,20220923,2022-09-24 05:03:13Z,"[0.0, 90.0]","[-170.0, 0.0]"
291,20220923,2022-09-24 05:04:37Z,"[0.0, 90.0]","[-170.0, 0.0]"
292,20220923,2022-09-24 05:22:00Z,"[0.0, 90.0]","[-1300.0, 0.0]"
289,20220923,2022-09-24 05:32:38Z,"[0.0, 90.0]","[-180.0, 180.0]"
293,20220923,2022-09-24 05:42:10Z,"[0.0, 90.0]","[-170.0, 0.0]"
294,20220923,2022-09-24 08:16:19Z,"[0.0, 90.0]","[-180.0, 180.0]"
295,20221013,2022-10-13 18:40:46Z,"[0.0, 90.0]","[-180.0, 180.0]"
296,20221013,2022-10-14 05:45:41Z,"[0.0, 90.0]","[-180.0, 180.0]"
297,20221013,2022-10-14 11:50:19Z,"[0.0, 90.0]","[-90.0, 90.0]"
298,20221018,2022-10-18 18:35:10Z,"[0.0, 90.0]","[-180.0, 180.0]"
299,20221018,2022-10-19 05:49:07Z,"[0.0, 90.0]","[-180.0, 180.0]"
300,20221018,2022-10-19 11:25:58Z,"[0.0, 90.0]","[180.0, 359.0]"
301,20221021,2022-10-21 18:31:59Z,"[0.0, 90.0]","[-180.0, 180.0]"
303,20221021,2022-10-22 04:38:24Z,"[0.0, 90.0]","[-90.0, 90.0]"
302,20221021,2022-10-22 05:51:13Z,"[0.0, 90.0]","[-180.0, 180.0]"
